displayName;givenName;surname;city;country
Susanne Brasseur;Susanne;Brasseur;LISIEUX;FR
Delphine Covillon;Delphine;Covillon;MÜSWANGEN;CH
Normand Ferland;Normand;Ferland;LOOS;FR
Felicienne Champagne;Felicienne;Champagne;ESSEN;BE
Fiacre Frappier;Fiacre;Frappier;SORINNES;BE
Yolette Bourget;Yolette;Bourget;VLAMERTINGE;BE
Laurene Cailot;Laurene;Cailot;POLLEGIO;CH
Guerin Charrette;Guerin;Charrette;ABBEVILLE;FR
Manville Perreault;Manville;Perreault;LOVENJOEL;BE
Gradasso Du Trieux;Gradasso;Du Trieux;ZERKEGEM;BE
Marguerite Lajeunesse;Marguerite;Lajeunesse;VRESSE-SUR-SEMOIS;BE
Verney Houle;Verney;Houle;ST-MARIA-OUDENHOVE;BE
Ophelia Lamothe;Ophelia;Lamothe;LIGNIÈRES;CH
Jesper Goddu;Jesper;Goddu;SIRAULT;BE
Claire Rocheleau;Claire;Rocheleau;VAUFFELIN;CH
Angelique Bonenfant;Angelique;Bonenfant;LA PLACE;CH
Laurent Jetté;Laurent;Jetté;AMIENS;FR
Hedvige Martin;Hedvige;Martin;NEDERHASSELT;BE
Lucas Théberge;Lucas;Théberge;COLLEX-BOSSY;CH
Serge Therriault;Serge;Therriault;ELVERSELE;BE
Avenall Charrette;Avenall;Charrette;BRÉTIGNY-SUR-ORGE;FR
Ila Croquetaigne;Ila;Croquetaigne;VLOESBERG;BE
Noël Jolicoeur;Noël;Jolicoeur;WIENACHT;CH
Arlette Lachance;Arlette;Lachance;PEPINGEN;BE
Ancelote Lacasse;Ancelote;Lacasse;MARSENS;CH
Orville Couturier;Orville;Couturier;BREST;FR
Tyson St-Jacques;Tyson;St-Jacques;CORMAGENS;CH
Zurie Létourneau;Zurie;Létourneau;HERBETSWIL;CH
Onfroi Bellefeuille;Onfroi;Bellefeuille;DUNKERQUE;FR
Phillipa Denis;Phillipa;Denis;MONTIGNY-LE-BRETONNEUX;FR
Chapin Beauchemin;Chapin;Beauchemin;KEIEM;BE
Fifi Tollmache;Fifi;Tollmache;FORBACH;FR
Sydney Rodrigue;Sydney;Rodrigue;GAGNY;FR
Travers Gauthier;Travers;Gauthier;CARCASSONNE;FR
Somer Croquetaigne;Somer;Croquetaigne;VORSEN;BE
Diane Barteaux;Diane;Barteaux;TOBEL;CH
Noël Chandonnet;Noël;Chandonnet;SARREGUEMINES;FR
Alphonsine Corbin;Alphonsine;Corbin;KOBLENZ;CH
Aubrey Coudert;Aubrey;Coudert;BASEL;CH
Roland Lécuyer;Roland;Lécuyer;SAN NAZZARO;CH
Viollette Gousse;Viollette;Gousse;ROSNY-SOUS-BOIS;FR
Marguerite Fouquet;Marguerite;Fouquet;BLERET;BE
Gaspar Sevier;Gaspar;Sevier;MONTAUBAN;FR
Channing Gosselin;Channing;Gosselin;NICE;FR
Faustin Gabriaux;Faustin;Gabriaux;VILLNACHERN;CH
Pomeroy Villeneuve;Pomeroy;Villeneuve;IZIER;BE
Didier Dufour;Didier;Dufour;PIERREFITTE-SUR-SEINE;FR
Florismart Goulet;Florismart;Goulet;MANNO;CH
Cendrillon Gaillard;Cendrillon;Gaillard;MEILEGEM;BE
Cosette Panetier;Cosette;Panetier;RENNES;FR
Isabelle Mouet;Isabelle;Mouet;VANVES;FR
Damiane Rocher;Damiane;Rocher;ARMENTIÈRES;FR
Kerman Hughes;Kerman;Hughes;MEX;CH
Prunella Cousteau;Prunella;Cousteau;COURBEVOIE;FR
Alphonsine De La Vergne;Alphonsine;De La Vergne;AUXERRE;FR
Galatee Boutot;Galatee;Boutot;ASQUILLIES;BE
Normand Beaupré;Normand;Beaupré;NANTE;CH
Arno Petit;Arno;Petit;COURTEPIN;CH
Methena Belisle;Methena;Belisle;LA COURNEUVE;FR
Christabel Coupart;Christabel;Coupart;BUHWIL;CH
Grosvenor Boisvert;Grosvenor;Boisvert;LAUSANNE;CH
Vedette Cormier;Vedette;Cormier;GIF-SUR-YVETTE;FR
Georges Charlebois;Georges;Charlebois;LANESTER;FR
Denis de Brisay;Denis;de Brisay;MONTRICHER;CH
Lowell Larivière;Lowell;Larivière;MESSINES;BE
Laure Ricard;Laure;Ricard;LA HULPE;BE
Clothilde Duclos;Clothilde;Duclos;GRENG;CH
Orville Guertin;Orville;Guertin;LIEDEKERKE;BE
Corinne Babin;Corinne;Babin;GOETSENHOVEN;BE
Harriette Langlois;Harriette;Langlois;ILLKIRCH-GRAFFENSTADEN;FR
Clarimunda Déziel;Clarimunda;Déziel;CLERMONT-FERRAND;FR
Courtland Busque;Courtland;Busque;COGNAC;FR
Pryor Lamare;Pryor;Lamare;JUAN-LES-PINS;FR
Antoine Sauriol;Antoine;Sauriol;HUNZENSCHWIL;CH
Mason Fecteau;Mason;Fecteau;AUDREGNIES;BE
Fleurette Trudeau;Fleurette;Trudeau;HECHTEL;BE
Clarice Bienvenue;Clarice;Bienvenue;CHIASSO;CH
Auguste Chicoine;Auguste;Chicoine;BUECHENEGG;CH
Zacharie Caisse;Zacharie;Caisse;DAMMARIE-LES-LYS;FR
Marshall Ruais;Marshall;Ruais;THUN;CH
Marlon Vincent;Marlon;Vincent;UNTERSTAMMHEIM;CH
Amedee Melanson;Amedee;Melanson;CALFREISEN;CH
Verney Langelier;Verney;Langelier;MARSEILLE;FR
Marie Pellerin;Marie;Pellerin;LICHTENSTEIG;CH
Blanche Bernard;Blanche;Bernard;SOAZZA;CH
Seymour Batard;Seymour;Batard;WILLEMEAU;BE
Avelaine Racicot;Avelaine;Racicot;CHAMPIGNY-SUR-MARNE;FR
Varden Binet;Varden;Binet;CRÉMINES;CH
Fabien Rochefort;Fabien;Rochefort;MOIGNELÉE;BE
Harbin Briard;Harbin;Briard;BLAREGNIES;BE
Leverett Potvin;Leverett;Potvin;LENTIGNY;CH
Campbell Lefèbvre;Campbell;Lefèbvre;BRASSCHAAT;BE
Linette Bordeaux;Linette;Bordeaux;BRUSSEL;BE
Albracca Faure;Albracca;Faure;VINCENNES;FR
Benjamin Savoie;Benjamin;Savoie;STARRKIRCH-WIL;CH
Sophie Parizeau;Sophie;Parizeau;ZÜRICH;CH
Senapus Dennis;Senapus;Dennis;GOUSSAINVILLE;FR
Eulalie Labrie;Eulalie;Labrie;SOY;BE
Clarimunda Vernadeau;Clarimunda;Vernadeau;SALINS;CH
Juliette LaGrande;Juliette;LaGrande;JABBEKE;BE
Rosemarie Raymond;Rosemarie;Raymond;RULLES;BE
Orva Durepos;Orva;Durepos;CHÂTELET;BE
Karlotta L'Hiver;Karlotta;L'Hiver;BAUMA;CH
Ernest Joly;Ernest;Joly;LOOS;FR
Toussaint Berthiaume;Toussaint;Berthiaume;CORNIMONT;BE
Eliot Landry;Eliot;Landry;ARRAS;FR
Flordelis Lebrun;Flordelis;Lebrun;BETTENS;CH
Geneviève Dumoulin;Geneviève;Dumoulin;SINT-JAN-IN-EREMO;BE
Gérard Chevrette;Gérard;Chevrette;MAUBRAY;BE
Tyson Norbert;Tyson;Norbert;METTAU;CH
Aurélie Busson;Aurélie;Busson;JUAN-LES-PINS;FR
Olivier Lemieux;Olivier;Lemieux;VLIERMAAL;BE
Leala Lachance;Leala;Lachance;MIGLIEGLIA;CH
Gabriel Lavoie;Gabriel;Lavoie;SURESNES;FR
Olympia Guibord;Olympia;Guibord;NEUPRÉ;BE
Brice Bernard;Brice;Bernard;MARSEILLE;FR
Rémy Fremont;Rémy;Fremont;VILLEMOMBLE;FR
Genevre Fontaine;Genevre;Fontaine;ROUBAIX;FR
Ruby Bellemare;Ruby;Bellemare;TERTRE;BE
Merci Turcotte;Merci;Turcotte;MALEMPRÉ;BE
Aloin Lebrun;Aloin;Lebrun;HALTINNE;BE
Fusberta Cormier;Fusberta;Cormier;UESSLINGEN-BUCH;CH
Brice Despins;Brice;Despins;SÈTE;FR
Landers Plante;Landers;Plante;SCHUPFART;CH
Fanette Cliche;Fanette;Cliche;SINT-MARIA-HOREBEKE;BE
Coralie Therriault;Coralie;Therriault;LOT;BE
Mayhew Faubert;Mayhew;Faubert;LIGNE;BE
Auguste Ferland;Auguste;Ferland;SORAL;CH
Monique Fortin;Monique;Fortin;LINN;CH
Henri Chatigny;Henri;Chatigny;FRILTSCHEN;CH
Maureen Richard;Maureen;Richard;THOMMEN;BE
Rémy Daigneault;Rémy;Daigneault;PINSEC;CH
Josette Duclos;Josette;Duclos;MOOSSEEDORF;CH
Warrane Blondlot;Warrane;Blondlot;ALCHENSTORF;CH
Adélaïde Desruisseaux;Adélaïde;Desruisseaux;PIRONCHAMPS;BE
Céline Blais;Céline;Blais;BEZNAU;CH
Inès Dumont;Inès;Dumont;MARTENSLINDE;BE
Astrid Gauthier;Astrid;Gauthier;REKKEM;BE
Melodie Pariseau;Melodie;Pariseau;AIX-EN-PROVENCE;FR
Caroline Coudert;Caroline;Coudert;RONCO SOPRA ASCONA;CH
Émile Thibodeau;Émile;Thibodeau;HEUSY;BE
Russell Desaulniers;Russell;Desaulniers;FÜRSTENAUBRUCK;CH
Viollette Francoeur;Viollette;Francoeur;PONTENET;CH
Eleanor Gaudreau;Eleanor;Gaudreau;GIERLE;BE
Thibaut Pinette;Thibaut;Pinette;VOORT;BE
Yves Charlebois;Yves;Charlebois;MARIAKERKE;BE
Claire D'Aoust;Claire;D'Aoust;CHÊNÉE;BE
Belle Gaulin;Belle;Gaulin;ENGELSWILEN;CH
Sumner Sauriol;Sumner;Sauriol;BASEL;CH
Aimé Duplanty;Aimé;Duplanty;MAISONS-ALFORT;FR
Byron Bélair;Byron;Bélair;AULNAY-SOUS-BOIS;FR
Cerise Renaud;Cerise;Renaud;RONSELE;BE
Patricia Guernon;Patricia;Guernon;NOUMÉA;FR
Lance Blondlot;Lance;Blondlot;ZELZATE;BE
Chantal Jodoin;Chantal;Jodoin;AUTAFOND;CH
Catherine Simon;Catherine;Simon;MARQUAIN;BE
Leala Chastain;Leala;Chastain;BRAINE-L'ALLEUD;BE
Melusina Giroux;Melusina;Giroux;GINGELOM;BE
Melodie Landry;Melodie;Landry;CARCASSONNE;FR
Constance Fluet;Constance;Fluet;ASSENT;BE
Isaac Sarrazin;Isaac;Sarrazin;MURGENTHAL;CH
Pensee Daoust;Pensee;Daoust;CHARRAT-LES CHÊNES;CH
Margaux Brian;Margaux;Brian;BOLL;CH
Victor Lévesque;Victor;Lévesque;NEUILLY-SUR-SEINE;FR
Millicent Giroux;Millicent;Giroux;ELLEMELLE;BE
Javier Dufresne;Javier;Dufresne;BRANSON;CH
Valiant Brisebois;Valiant;Brisebois;SAXONNE;CH
Leal Huard;Leal;Huard;DRAVEIL;FR
Raison Montminy;Raison;Montminy;WAHLENDORF;CH
Manville Fréchette;Manville;Fréchette;SAINT-LEU;FR
Thibaut Frappier;Thibaut;Frappier;PROLIN;CH
Genevre Souplet;Genevre;Souplet;ZANDVLIET;BE
Rachelle Sacré;Rachelle;Sacré;AROSIO;CH
Tyson Sevier;Tyson;Sevier;VIGNEUX-SUR-SEINE;FR
Afrodille Lacombe;Afrodille;Lacombe;NEDERENAME;BE
Romaine Clément;Romaine;Clément;DENTERGEM;BE
Eloise Tardif;Eloise;Tardif;AINEFFE;BE
Desire Morin;Desire;Morin;BASSERSDORF;CH
Grosvenor Primeau;Grosvenor;Primeau;WAHLERN;CH
David Vadnais;David;Vadnais;BEAUWELZ;BE
Varden Roussel;Varden;Roussel;EGLISAU;CH
Lorraine Berie;Lorraine;Berie;REMAUFENS;CH
Odelette Devost;Odelette;Devost;ZÜRICH;CH
Royden Boileau;Royden;Boileau;ERNAGE;BE
Aya Godin;Aya;Godin;MAISONS-LAFFITTE;FR
Étienne Boisvert;Étienne;Boisvert;LOPPEM;BE
Parnella Chaussée;Parnella;Chaussée;HAGUENAU;FR
Didiane Villeneuve;Didiane;Villeneuve;BÜETIGEN;CH
Antoinette Racicot;Antoinette;Racicot;OBERWYNAU;CH
Arno Trépanier;Arno;Trépanier;WETTINGEN;CH
André Clavet;André;Clavet;SAINT-PAUL;FR
Jolie Cloutier;Jolie;Cloutier;LUGANO;CH
Julien Charest;Julien;Charest;GRETSCHINS;CH
Suzette Louineaux;Suzette;Louineaux;VILLEPARISIS;FR
Leal Trépanier;Leal;Trépanier;PUURS;BE
Zurie L'Hiver;Zurie;L'Hiver;PARIS;FR
Mercer Cantin;Mercer;Cantin;BELFORT;FR
Émilie Gamache;Émilie;Gamache;TREMBLAY-EN-FRANCE;FR
Quincy Coudert;Quincy;Coudert;REBÉVELIER;CH
Merci Poirier;Merci;Poirier;STAVELOT;BE
Wyatt Perillard;Wyatt;Perillard;GOOIK;BE
Xavier Benoit;Xavier;Benoit;VREREN;BE
Lowell Viens;Lowell;Viens;JEHONVILLE;BE
Cheney Boisvert;Cheney;Boisvert;LYON;FR
Roland Houle;Roland;Houle;BAYONNE;FR
Trinette Lachance;Trinette;Lachance;BAUFFE;BE
Blanchefle Boulé;Blanchefle;Boulé;SINT-DENIJS-WESTREM;BE
Patricia Béland;Patricia;Béland;EYHOLZ;CH
Catherine Bélanger;Catherine;Bélanger;BARBENÇON;BE
Aubin Beaudouin;Aubin;Beaudouin;HALLE;BE
Favor Bureau;Favor;Bureau;MEUX;BE
André Montminy;André;Montminy;MOLLIE-MARGOT;CH
Denise Benjamin;Denise;Benjamin;AUBERVILLIERS;FR
Aya Boileau;Aya;Boileau;ERSCHWIL;CH
Leal Davignon;Leal;Davignon;LASNE;BE
Tanguy Durand;Tanguy;Durand;TOULOUSE;FR
Warrane Pouliotte;Warrane;Pouliotte;ERMONT;FR
Dorothée Angélil;Dorothée;Angélil;SOMME-LEUZE;BE
Mandel Parrot;Mandel;Parrot;LAMORTEAU;BE
Vaden Turcotte;Vaden;Turcotte;SAINT-CLOUD;FR
Avent Desilets;Avent;Desilets;GARGES-LÈS-GONESSE;FR
Andrée Lajeunesse;Andrée;Lajeunesse;OSOGNA;CH
Melodie Covillon;Melodie;Covillon;CHANCY;CH
Agate Meilleur;Agate;Meilleur;MALAKOFF;FR
Leone Asselin;Leone;Asselin;GOZÉE;BE
Lotye de Launay;Lotye;de Launay;SIGGENTHAL STATION;CH
Daisi Patenaude;Daisi;Patenaude;CAVERGNO;CH
Alita Fortier;Alita;Fortier;CHAUMONT;FR
Mignonette L'Angelier;Mignonette;L'Angelier;VEZIN;BE
Lotye Angélil;Lotye;Angélil;TOULOUSE;FR
D'Arcy Coulombe;D'Arcy;Coulombe;BRON;FR
Manville Rivière;Manville;Rivière;BELLAIRE;BE
Théodore Clément;Théodore;Clément;BIASCA;CH
Alita Caron;Alita;Caron;VODECÉE;BE
Platt Généreux;Platt;Généreux;JUAN-LES-PINS;FR
Javier Perrault;Javier;Perrault;ANDERLUES;BE
Audric Poissonnier;Audric;Poissonnier;CREIL;FR
Marine Pouliotte;Marine;Pouliotte;FIRST;CH
Rachelle St-Jacques;Rachelle;St-Jacques;OSCHWAND;CH
Nicole Lapresse;Nicole;Lapresse;PARIKE;BE
Christabel Bussière;Christabel;Bussière;ELST;BE
Ernest Lessard;Ernest;Lessard;ALTPARADIES;CH
Martine Lemieux;Martine;Lemieux;NETHEN;BE
Cammile Grimard;Cammile;Grimard;OBEREMBRACH;CH
Monique Lécuyer;Monique;Lécuyer;SONCEBOZ-SOMBEVAL;CH
Raymond Laberge;Raymond;Laberge;LA PIERRA;CH
Royale Gagnon;Royale;Gagnon;OHAIN;BE
Rabican Pomerleau;Rabican;Pomerleau;ULISBACH;CH
Audric Brousseau;Audric;Brousseau;SAINT-PAUL;FR
Kerman Méthot;Kerman;Méthot;BIESME;BE
Troy Brunelle;Troy;Brunelle;MOULAND;BE
Odette Vadeboncoeur;Odette;Vadeboncoeur;MÜHLEBERG;CH
